DATE,SID.TIME,SUN,SUN_P,MOON,MOON_P,MERCURY,MERCURY_P,VENUS,VENUS_P,MARS,MARS_P,JUPITER,JUPITER_P,SATURN,SATURN_P,URANUS,URANUS_P,NEPTUNE,NEPTUNE_P,PLUTO,PLUTO_P,NODE,NODE_P
08/31/2019,22:35:33,07 19,Kanya,15 18,Kanya,03 19,Kanya,11 55,Kanya,08 08,Kanya,15 05,Dhanush,14 11,Makara,06 28,Vrushabha,17 36,Meena,20 53,Makara,14 45,CN
09/01/2019,22:39:30,08 17,Kanya,00 32,Tula,05 17,Kanya,13 09,Kanya,08 46,Kanya,15 08,Dhanush,14 09,Makara,06 27,Vrushabha,17 34,Meena,20 53,Makara,14 42,CN
09/02/2019,22:43:26,09 15,Kanya,15 34,Tula,07 15,Kanya,14 24,Kanya,09 24,Kanya,15 12,Dhanush,14 08,Makara,06 26,Vrushabha,17 33,Meena,20 52,Makara,14 39,CN
09/03/2019,22:47:23,10 13,Kanya,00 14,Vruschika,09 11,Kanya,15 38,Kanya,10 02,Kanya,15 16,Dhanush,14 06,Makara,06 25,Vrushabha,17 31,Meena,20 51,Makara,14 36,CN
09/04/2019,22:51:19,11 11,Kanya,14 28,Vruschika,11 07,Kanya,16 53,Kanya,10 41,Kanya,15 20,Dhanush,14 05,Makara,06 24,Vrushabha,17 29,Meena,20 50,Makara,14 32,CN
09/05/2019,22:55:16,12 10,Kanya,28 14,Vruschika,13 02,Kanya,18 07,Kanya,11 19,Kanya,15 25,Dhanush,14 03,Makara,06 23,Vrushabha,17 28,Meena,20 49,Makara,14 29,CN
09/06/2019,22:59:12,13 08,Kanya,11 31,Dhanush,14 56,Kanya,19 22,Kanya,11 57,Kanya,15 29,Dhanush,14 02,Makara,06 22,Vrushabha,17 26,Meena,20 49,Makara,14 26,CN
09/07/2019,23:03:09,14 06,Kanya,24 24,Dhanush,16 49,Kanya,20 36,Kanya,12 35,Kanya,15 34,Dhanush,14 01,Makara,06 21,Vrushabha,17 24,Meena,20 48,Makara,14 23,CN
09/08/2019,23:07:05,15 04,Kanya,06 57,Makara,18 41,Kanya,21 50,Kanya,13 14,Kanya,15 38,Dhanush,13 60,Makara,06 19,Vrushabha,17 23,Meena,20 47,Makara,14 20,CN
09/09/2019,23:11:02,16 02,Kanya,19 13,Makara,20 32,Kanya,23 05,Kanya,13 52,Kanya,15 43,Dhanush,13 59,Makara,06 18,Vrushabha,17 21,Meena,20 46,Makara,14 16,CN
09/10/2019,23:14:59,17 01,Kanya,01 18,Kumbha,22 21,Kanya,24 19,Kanya,14 30,Kanya,15 49,Dhanush,13 58,Makara,06 17,Vrushabha,17 19,Meena,20 46,Makara,14 13,CN
09/11/2019,23:18:55,17 59,Kanya,13 15,Kumbha,24 10,Kanya,25 34,Kanya,15 08,Kanya,15 54,Dhanush,13 57,Makara,06 15,Vrushabha,17 18,Meena,20 45,Makara,14 10,CN
09/12/2019,23:22:52,18 57,Kanya,25 07,Kumbha,25 57,Kanya,26 48,Kanya,15 47,Kanya,15 59,Dhanush,13 57,Makara,06 14,Vrushabha,17 16,Meena,20 44,Makara,14 07,CN
09/13/2019,23:26:48,19 56,Kanya,06 58,Meena,27 43,Kanya,28 03,Kanya,16 25,Kanya,16 05,Dhanush,13 56,Makara,06 13,Vrushabha,17 14,Meena,20 44,Makara,14 04,CN
09/14/2019,23:30:45,20 54,Kanya,18 50,Meena,29 28,Kanya,29 17,Kanya,17 03,Kanya,16 11,Dhanush,13 56,Makara,06 11,Vrushabha,17 13,Meena,20 43,Makara,14 01,CN
09/15/2019,23:34:41,21 52,Kanya,00 43,Mesha,01 12,Tula,00 32,Tula,17 42,Kanya,16 17,Dhanush,13 55,Makara,06 10,Vrushabha,17 11,Meena,20 43,Makara,13 57,CN
09/16/2019,23:38:38,22 51,Kanya,12 40,Mesha,02 55,Tula,01 46,Tula,18 20,Kanya,16 23,Dhanush,13 55,Makara,06 08,Vrushabha,17 10,Meena,20 42,Makara,13 54,CN
09/17/2019,23:42:34,23 49,Kanya,24 41,Mesha,04 37,Tula,03 01,Tula,18 59,Kanya,16 29,Dhanush,13 55,Makara,06 06,Vrushabha,17 08,Meena,20 42,Makara,13 51,CN
09/18/2019,23:46:31,24 48,Kanya,06 50,Vrushabha,06 18,Tula,04 15,Tula,19 37,Kanya,16 35,Dhanush,13 55,Makara,06 05,Vrushabha,17 06,Meena,20 41,Makara,13 48,CN
09/19/2019,23:50:28,25 46,Kanya,19 06,Vrushabha,07 57,Tula,05 30,Tula,20 15,Kanya,16 42,Dhanush,13 55,Makara,06 03,Vrushabha,17 05,Meena,20 41,Makara,13 45,CN
09/20/2019,23:54:24,26 45,Kanya,01 35,Mithuna,09 36,Tula,06 44,Tula,20 54,Kanya,16 48,Dhanush,13 55,Makara,06 01,Vrushabha,17 03,Meena,20 41,Makara,13 42,CN
09/21/2019,23:58:21,27 43,Kanya,14 18,Mithuna,11 14,Tula,07 59,Tula,21 32,Kanya,16 55,Dhanush,13 55,Makara,05 60,Vrushabha,17 01,Meena,20 40,Makara,13 38,CN
09/22/2019,0:02:17,28 42,Kanya,27 19,Mithuna,12 50,Tula,09 14,Tula,22 11,Kanya,17 02,Dhanush,13 55,Makara,05 58,Vrushabha,16 60,Meena,20 40,Makara,13 35,CN
09/23/2019,0:06:14,29 41,Kanya,10 43,Karaka,14 26,Tula,10 28,Tula,22 49,Kanya,17 09,Dhanush,13 56,Makara,05 56,Vrushabha,16 58,Meena,20 39,Makara,13 32,CN
09/24/2019,0:10:10,00 39,Tula,24 31,Karaka,16 01,Tula,11 43,Tula,23 27,Kanya,17 16,Dhanush,13 56,Makara,05 54,Vrushabha,16 57,Meena,20 39,Makara,13 29,CN
09/25/2019,0:14:07,01 38,Tula,08 45,Simha,17 34,Tula,12 57,Tula,24 06,Kanya,17 24,Dhanush,13 57,Makara,05 52,Vrushabha,16 55,Meena,20 39,Makara,13 26,CN
09/26/2019,0:18:03,02 37,Tula,23 24,Simha,19 07,Tula,14 12,Tula,24 44,Kanya,17 31,Dhanush,13 58,Makara,05 50,Vrushabha,16 53,Meena,20 39,Makara,13 22,CN
09/27/2019,0.015277778,03 36,Tula,08 23,Kanya,20 39,Tula,15 26,Tula,25 23,Kanya,17 39,Dhanush,13 58,Makara,05 48,Vrushabha,16 52,Meena,20 39,Makara,13 19,CN
09/28/2019,0:25:57,04 35,Tula,23 36,Kanya,22 10,Tula,16 41,Tula,26 01,Kanya,17 47,Dhanush,13 59,Makara,05 46,Vrushabha,16 50,Meena,20 38,Makara,13 16,CN
09/29/2019,0:29:53,05 34,Tula,08 51,Tula,23 40,Tula,17 55,Tula,26 40,Kanya,17 55,Dhanush,14 00,Makara,05 44,Vrushabha,16 49,Meena,20 38,Makara,13 13,CN
09/30/2019,0:33:50,06 33,Tula,23 58,Tula,25 09,Tula,19 10,Tula,27 19,Kanya,18 03,Dhanush,14 01,Makara,05 42,Vrushabha,16 47,Meena,20 38,Makara,13 10,CN
10/01/2019,0:37:46,07 32,Tula,08 46,Vruschika,26 37,Tula,20 25,Tula,27 57,Kanya,18 11,Dhanush,14 03,Makara,05 40,Vrushabha,16 46,Meena,20 38,Makara,13 07,CN
10/02/2019,0:41:43,08 31,Tula,23 08,Vruschika,28 04,Tula,21 39,Tula,28 36,Kanya,18 19,Dhanush,14 04,Makara,05 38,Vrushabha,16 44,Meena,20 38,Makara,13 03,CN
10/03/2019,0:45:39,09 30,Tula,07 01,Dhanush,29 31,Tula,22 54,Tula,29 14,Kanya,18 28,Dhanush,14 05,Makara,05 36,Vrushabha,16 43,Meena,20 38,Makara,13 00,CN
10/04/2019,0:49:36,10 29,Tula,20 24,Dhanush,00 56,Vruschika,24 08,Tula,29 53,Kanya,18 36,Dhanush,14 07,Makara,05 34,Vrushabha,16 41,Meena,20 38,Makara,12 57,CN
10/05/2019,0:53:32,11 28,Tula,03 20,Makara,02 20,Vruschika,25 23,Tula,00 32,Tula,18 45,Dhanush,14 08,Makara,05 32,Vrushabha,16 40,Meena,20 38,Makara,12 54,CN
10/06/2019,0:57:29,12 27,Tula,15 53,Makara,03 43,Vruschika,26 38,Tula,01 10,Tula,18 54,Dhanush,14 10,Makara,05 30,Vrushabha,16 38,Meena,20 38,Makara,12 51,CN
10/07/2019,1:01:26,13 26,Tula,28 07,Makara,05 05,Vruschika,27 52,Tula,01 49,Tula,19 03,Dhanush,14 12,Makara,05 27,Vrushabha,16 37,Meena,20 38,Makara,12 47,CN
10/08/2019,1:05:22,14 25,Tula,10 09,Kumbha,06 26,Vruschika,29 07,Tula,02 27,Tula,19 12,Dhanush,14 14,Makara,05 25,Vrushabha,16 35,Meena,20 38,Makara,12 44,CN
10/09/2019,1:09:19,15 24,Tula,22 03,Kumbha,07 46,Vruschika,00 21,Vruschika,03 06,Tula,19 21,Dhanush,14 16,Makara,05 23,Vrushabha,16 34,Meena,20 38,Makara,12 41,CN
10/10/2019,1:13:15,16 24,Tula,03 54,Meena,09 05,Vruschika,01 36,Vruschika,03 45,Tula,19 30,Dhanush,14 18,Makara,05 21,Vrushabha,16 33,Meena,20 39,Makara,12 38,CN
10/11/2019,1:17:12,17 23,Tula,15 44,Meena,10 23,Vruschika,02 51,Vruschika,04 24,Tula,19 40,Dhanush,14 20,Makara,05 18,Vrushabha,16 31,Meena,20 39,Makara,12 35,CN
10/12/2019,1:21:08,18 22,Tula,27 37,Meena,11 39,Vruschika,04 05,Vruschika,05 02,Tula,19 49,Dhanush,14 22,Makara,05 16,Vrushabha,16 30,Meena,20 39,Makara,12 32,CN
10/13/2019,1:25:05,19 22,Tula,09 36,Mesha,12 53,Vruschika,05 20,Vruschika,05 41,Tula,19 59,Dhanush,14 24,Makara,05 14,Vrushabha,16 29,Meena,20 39,Makara,12 28,CN
10/14/2019,1:29:01,20 21,Tula,21 40,Mesha,14 07,Vruschika,06 34,Vruschika,06 20,Tula,20 09,Dhanush,14 27,Makara,05 11,Vrushabha,16 27,Meena,20 40,Makara,12 25,CN
10/15/2019,1:32:58,21 20,Tula,03 52,Vrushabha,15 18,Vruschika,07 49,Vruschika,06 59,Tula,20 18,Dhanush,14 29,Makara,05 09,Vrushabha,16 26,Meena,20 40,Makara,12 22,CN
10/16/2019,1:36:55,22 20,Tula,16 12,Vrushabha,16 28,Vruschika,09 03,Vruschika,07 37,Tula,20 28,Dhanush,14 32,Makara,05 06,Vrushabha,16 25,Meena,20 40,Makara,12 19,CN
10/17/2019,1:40:51,23 19,Tula,28 41,Vrushabha,17 36,Vruschika,10 18,Vruschika,08 16,Tula,20 38,Dhanush,14 35,Makara,05 04,Vrushabha,16 23,Meena,20 41,Makara,12 16,CN
10/18/2019,1:44:48,24 19,Tula,11 20,Mithuna,18 42,Vruschika,11 33,Vruschika,08 55,Tula,20 49,Dhanush,14 38,Makara,05 02,Vrushabha,16 22,Meena,20 41,Makara,12 13,CN
10/19/2019,1:48:44,25 18,Tula,24 11,Mithuna,19 45,Vruschika,12 47,Vruschika,09 34,Tula,20 59,Dhanush,14 40,Makara,04 59,Vrushabha,16 21,Meena,20 42,Makara,12 09,CN
10/20/2019,1:52:41,26 18,Tula,07 16,Karaka,20 46,Vruschika,14 02,Vruschika,10 13,Tula,21 09,Dhanush,14 43,Makara,04 57,Vrushabha,16 20,Meena,20 42,Makara,12 06,CN
10/21/2019,1:56:37,27 17,Tula,20 38,Karaka,21 44,Vruschika,15 16,Vruschika,10 52,Tula,21 20,Dhanush,14 47,Makara,04 54,Vrushabha,16 19,Meena,20 43,Makara,12 03,CN
10/22/2019,2:00:34,28 17,Tula,04 19,Simha,22 40,Vruschika,16 31,Vruschika,11 30,Tula,21 30,Dhanush,14 50,Makara,04 52,Vrushabha,16 17,Meena,20 43,Makara,11 60,CN
10/23/2019,2:04:30,29 17,Tula,18 21,Simha,23 32,Vruschika,17 45,Vruschika,12 09,Tula,21 41,Dhanush,14 53,Makara,04 50,Vrushabha,16 16,Meena,20 44,Makara,11 57,CN
10/24/2019,2:08:27,00 17,Vruschika,02 43,Kanya,24 20,Vruschika,18 60,Vruschika,12 48,Tula,21 52,Dhanush,14 56,Makara,04 47,Vrushabha,16 15,Meena,20 44,Makara,11 53,CN
10/25/2019,2:12:24,01 16,Vruschika,17 23,Kanya,25 04,Vruschika,20 15,Vruschika,13 27,Tula,22 03,Dhanush,14 60,Makara,04 45,Vrushabha,16 14,Meena,20 45,Makara,11 50,CN
10/26/2019,2:16:20,02 16,Vruschika,02 16,Tula,25 44,Vruschika,21 29,Vruschika,14 06,Tula,22 14,Dhanush,15 03,Makara,04 42,Vrushabha,16 13,Meena,20 46,Makara,11 47,CN
10/27/2019,2:20:17,03 16,Vruschika,17 15,Tula,26 19,Vruschika,22 44,Vruschika,14 45,Tula,22 25,Dhanush,15 07,Makara,04 40,Vrushabha,16 12,Meena,20 46,Makara,11 44,CN
10/28/2019,2:24:13,04 16,Vruschika,02 10,Vruschika,26 48,Vruschika,23 58,Vruschika,15 24,Tula,22 36,Dhanush,15 10,Makara,04 37,Vrushabha,16 11,Meena,20 47,Makara,11 41,CN
10/29/2019,2:28:10,05 16,Vruschika,16 51,Vruschika,27 11,Vruschika,25 13,Vruschika,16 03,Tula,22 47,Dhanush,15 14,Makara,04 35,Vrushabha,16 10,Meena,20 48,Makara,11 38,CN
10/30/2019,2:32:06,06 16,Vruschika,01 11,Dhanush,27 27,Vruschika,26 27,Vruschika,16 42,Tula,22 58,Dhanush,15 18,Makara,04 32,Vrushabha,16 09,Meena,20 48,Makara,11 34,CN
10/31/2019,2:36:03,07 16,Vruschika,15 05,Dhanush,27 36,Vruschika,27 42,Vruschika,17 21,Tula,23 10,Dhanush,15 22,Makara,04 30,Vrushabha,16 08,Meena,20 49,Makara,11 31,CN
11/01/2019,2:39:59,08 16,Vruschika,28 32,Dhanush,27 38,Vruschika,28 57,Vruschika,18 01,Tula,23 21,Dhanush,15 26,Makara,04 27,Vrushabha,16 08,Meena,20 50,Makara,11 28,CN
11/02/2019,2:43:56,09 16,Vruschika,11 33,Makara,27 30,Vruschika,00 11,Dhanush,18 40,Tula,23 33,Dhanush,15 30,Makara,04 25,Vrushabha,16 07,Meena,20 51,Makara,11 25,CN
11/03/2019,2:47:53,10 16,Vruschika,24 09,Makara,27 14,Vruschika,01 26,Dhanush,19 19,Tula,23 44,Dhanush,15 34,Makara,04 22,Vrushabha,16 06,Meena,20 52,Makara,11 22,CN
11/04/2019,2:51:49,11 16,Vruschika,06 27,Kumbha,26 49,Vruschika,02 40,Dhanush,19 58,Tula,23 56,Dhanush,15 38,Makara,04 20,Vrushabha,16 05,Meena,20 53,Makara,11 19,CN
11/05/2019,2:55:46,12 16,Vruschika,18 30,Kumbha,26 13,Vruschika,03 55,Dhanush,20 37,Tula,24 08,Dhanush,15 43,Makara,04 18,Vrushabha,16 04,Meena,20 54,Makara,11 15,CN
11/06/2019,2:59:42,13 16,Vruschika,00 25,Meena,25 28,Vruschika,05 09,Dhanush,21 16,Tula,24 20,Dhanush,15 47,Makara,04 15,Vrushabha,16 04,Meena,20 55,Makara,11 12,CN
11/07/2019,3:03:39,14 16,Vruschika,12 16,Meena,24 34,Vruschika,06 24,Dhanush,21 55,Tula,24 32,Dhanush,15 52,Makara,04 13,Vrushabha,16 03,Meena,20 56,Makara,11 09,CN
11/08/2019,3:07:35,15 16,Vruschika,24 08,Meena,23 31,Vruschika,07 38,Dhanush,22 35,Tula,24 44,Dhanush,15 56,Makara,04 10,Vrushabha,16 02,Meena,20 57,Makara,11 06,CN
11/09/2019,3:11:32,16 17,Vruschika,06 04,Mesha,22 21,Vruschika,08 53,Dhanush,23 14,Tula,24 56,Dhanush,16 01,Makara,04 08,Vrushabha,16 02,Meena,20 58,Makara,11 03,CN
11/10/2019,3:15:28,17 17,Vruschika,18 08,Mesha,21 06,Vruschika,10 07,Dhanush,23 53,Tula,25 08,Dhanush,16 06,Makara,04 06,Vrushabha,16 01,Meena,20 59,Makara,10 59,CN
11/11/2019,3:19:25,18 17,Vruschika,00 21,Vrushabha,19 47,Vruschika,11 22,Dhanush,24 32,Tula,25 20,Dhanush,16 10,Makara,04 03,Vrushabha,16 00,Meena,20 60,Makara,10 56,CN
11/12/2019,3:23:22,19 17,Vruschika,12 45,Vrushabha,18 27,Vruschika,12 36,Dhanush,25 12,Tula,25 32,Dhanush,16 15,Makara,04 01,Vrushabha,15 60,Meena,21 01,Makara,10 53,CN
11/13/2019,3:27:18,20 18,Vruschika,25 21,Vrushabha,17 09,Vruschika,13 51,Dhanush,25 51,Tula,25 45,Dhanush,16 20,Makara,03 58,Vrushabha,15 59,Meena,21 02,Makara,10 50,CN
11/14/2019,3:31:15,21 18,Vruschika,08 08,Mithuna,15 55,Vruschika,15 05,Dhanush,26 30,Tula,25 57,Dhanush,16 25,Makara,03 56,Vrushabha,15 59,Meena,21 03,Makara,10 47,CN
11/15/2019,3:35:11,22 19,Vruschika,21 06,Mithuna,14 47,Vruschika,16 20,Dhanush,27 10,Tula,26 10,Dhanush,16 30,Makara,03 54,Vrushabha,15 59,Meena,21 05,Makara,10 44,CN
11/16/2019,3:39:08,23 19,Vruschika,04 16,Karaka,13 47,Vruschika,17 34,Dhanush,27 49,Tula,26 22,Dhanush,16 35,Makara,03 52,Vrushabha,15 58,Meena,21 06,Makara,10 40,CN
11/17/2019,3:43:04,24 19,Vruschika,17 36,Karaka,12 58,Vruschika,18 49,Dhanush,28 28,Tula,26 35,Dhanush,16 40,Makara,03 49,Vrushabha,15 58,Meena,21 07,Makara,10 37,CN
11/18/2019,3:47:01,25 20,Vruschika,01 09,Simha,12 20,Vruschika,20 03,Dhanush,29 08,Tula,26 47,Dhanush,16 46,Makara,03 47,Vrushabha,15 57,Meena,21 08,Makara,10 34,CN
11/19/2019,3:50:57,26 20,Vruschika,14 54,Simha,11 54,Vruschika,21 18,Dhanush,29 47,Tula,27 00,Dhanush,16 51,Makara,03 45,Vrushabha,15 57,Meena,21 10,Makara,10 31,CN
11/20/2019,3:54:54,27 21,Vruschika,28 52,Simha,11 39,Vruschika,22 32,Dhanush,00 27,Vruschika,27 13,Dhanush,16 56,Makara,03 43,Vrushabha,15 57,Meena,21 11,Makara,10 28,CN
11/21/2019,3:58:51,28 21,Vruschika,13 02,Kanya,11 35,Vruschika,23 46,Dhanush,01 06,Vruschika,27 26,Dhanush,17 02,Makara,03 40,Vrushabha,15 57,Meena,21 12,Makara,10 25,CN
11/22/2019,4:02:47,29 22,Vruschika,27 23,Kanya,11 43,Vruschika,25 01,Dhanush,01 46,Vruschika,27 39,Dhanush,17 07,Makara,03 38,Vrushabha,15 56,Meena,21 14,Makara,10 21,CN
11/23/2019,4:06:44,00 23,Dhanush,11 52,Tula,12 01,Vruschika,26 15,Dhanush,02 25,Vruschika,27 51,Dhanush,17 13,Makara,03 36,Vrushabha,15 56,Meena,21 15,Makara,10 18,CN
11/24/2019,4:10:40,01 23,Dhanush,26 23,Tula,12 28,Vruschika,27 30,Dhanush,03 05,Vruschika,28 04,Dhanush,17 18,Makara,03 34,Vrushabha,15 56,Meena,21 16,Makara,10 15,CN
11/25/2019,4:14:37,02 24,Dhanush,10 51,Vruschika,13 03,Vruschika,28 44,Dhanush,03 44,Vruschika,28 17,Dhanush,17 24,Makara,03 32,Vrushabha,15 56,Meena,21 18,Makara,10 12,CN
11/26/2019,4:18:33,03 25,Dhanush,25 10,Vruschika,13 46,Vruschika,29 58,Dhanush,04 24,Vruschika,28 30,Dhanush,17 30,Makara,03 30,Vrushabha,15 56,Meena,21 19,Makara,10 09,CN
11/27/2019,4:22:30,04 25,Dhanush,09 13,Dhanush,14 36,Vruschika,01 13,Makara,05 04,Vruschika,28 44,Dhanush,17 35,Makara,03 28,Vrushabha,15 56,Meena,21 21,Makara,10 05,CN
11/28/2019,4:26:26,05 26,Dhanush,22 57,Dhanush,15 31,Vruschika,02 27,Makara,05 43,Vruschika,28 57,Dhanush,17 41,Makara,03 26,Vrushabha,15 56,Meena,21 22,Makara,10 02,CN
11/29/2019,4:30:23,06 27,Dhanush,06 19,Makara,16 32,Vruschika,03 42,Makara,06 23,Vruschika,29 10,Dhanush,17 47,Makara,03 24,Vrushabha,15 56,Meena,21 24,Makara,09 59,CN
11/30/2019,4:34:20,07 28,Dhanush,19 19,Makara,17 37,Vruschika,04 56,Makara,07 03,Vruschika,29 23,Dhanush,17 53,Makara,03 22,Vrushabha,15 56,Meena,21 25,Makara,09 56,CN
12/01/2019,4:38:16,08 29,Dhanush,01 58,Kumbha,18 46,Vruschika,06 10,Makara,07 42,Vruschika,29 36,Dhanush,17 59,Makara,03 20,Vrushabha,15 56,Meena,21 27,Makara,09 53,CN
12/02/2019,4:42:13,09 29,Dhanush,14 18,Kumbha,19 58,Vruschika,07 25,Makara,08 22,Vruschika,29 50,Dhanush,18 05,Makara,03 18,Vrushabha,15 56,Meena,21 29,Makara,09 50,CN
12/03/2019,4:46:09,10 30,Dhanush,26 24,Kumbha,21 13,Vruschika,08 39,Makara,09 02,Vruschika,00 03,Makara,18 11,Makara,03 16,Vrushabha,15 56,Meena,21 30,Makara,09 46,CN
12/04/2019,4:50:06,11 31,Dhanush,08 21,Meena,22 31,Vruschika,09 53,Makara,09 41,Vruschika,00 17,Makara,18 17,Makara,03 15,Vrushabha,15 57,Meena,21 32,Makara,09 43,CN
12/05/2019,4:54:02,12 32,Dhanush,20 13,Meena,23 51,Vruschika,11 08,Makara,10 21,Vruschika,00 30,Makara,18 23,Makara,03 13,Vrushabha,15 57,Meena,21 33,Makara,09 40,CN
12/06/2019,4:57:59,13 33,Dhanush,02 06,Mesha,25 12,Vruschika,12 22,Makara,11 01,Vruschika,00 43,Makara,18 30,Makara,03 11,Vrushabha,15 57,Meena,21 35,Makara,09 37,CN
12/07/2019,5:01:55,14 34,Dhanush,14 04,Mesha,26 35,Vruschika,13 36,Makara,11 41,Vruschika,00 57,Makara,18 36,Makara,03 09,Vrushabha,15 57,Meena,21 37,Makara,09 34,CN
12/08/2019,5:05:52,15 35,Dhanush,26 10,Mesha,27 60,Vruschika,14 50,Makara,12 21,Vruschika,01 10,Makara,18 42,Makara,03 08,Vrushabha,15 58,Meena,21 38,Makara,09 30,CN
12/09/2019,5:09:49,16 36,Dhanush,08 29,Vrushabha,29 25,Vruschika,16 05,Makara,13 01,Vruschika,01 24,Makara,18 49,Makara,03 06,Vrushabha,15 58,Meena,21 40,Makara,09 27,CN
12/10/2019,5:13:45,17 37,Dhanush,21 03,Vrushabha,00 52,Dhanush,17 19,Makara,13 40,Vruschika,01 37,Makara,18 55,Makara,03 05,Vrushabha,15 59,Meena,21 42,Makara,09 24,CN
12/11/2019,5:17:42,18 37,Dhanush,03 53,Mithuna,02 19,Dhanush,18 33,Makara,14 20,Vruschika,01 51,Makara,19 01,Makara,03 03,Vrushabha,15 59,Meena,21 44,Makara,09 21,CN
12/12/2019,5:21:38,19 38,Dhanush,16 59,Mithuna,03 47,Dhanush,19 47,Makara,15 00,Vruschika,02 05,Makara,19 08,Makara,03 02,Vrushabha,15 59,Meena,21 45,Makara,09 18,CN
12/13/2019,5:25:35,20 39,Dhanush,00 20,Karaka,05 16,Dhanush,21 01,Makara,15 40,Vruschika,02 18,Makara,19 14,Makara,03 00,Vrushabha,15 60,Meena,21 47,Makara,09 15,CN
12/14/2019,5:29:31,21 40,Dhanush,13 56,Karaka,06 45,Dhanush,22 15,Makara,16 20,Vruschika,02 32,Makara,19 21,Makara,02 59,Vrushabha,16 01,Meena,21 49,Makara,09 11,CN
12/15/2019,5:33:28,22 41,Dhanush,27 43,Karaka,08 14,Dhanush,23 29,Makara,17 00,Vruschika,02 46,Makara,19 28,Makara,02 58,Vrushabha,16 01,Meena,21 51,Makara,09 08,CN
12/16/2019,5:37:24,23 42,Dhanush,11 39,Simha,09 44,Dhanush,24 43,Makara,17 40,Vruschika,02 59,Makara,19 34,Makara,02 56,Vrushabha,16 02,Meena,21 53,Makara,09 05,CN
12/17/2019,5:41:21,24 43,Dhanush,25 43,Simha,11 15,Dhanush,25 57,Makara,18 20,Vruschika,03 13,Makara,19 41,Makara,02 55,Vrushabha,16 02,Meena,21 54,Makara,09 02,CN
12/18/2019,5:45:18,25 45,Dhanush,09 51,Kanya,12 46,Dhanush,27 11,Makara,19 00,Vruschika,03 27,Makara,19 47,Makara,02 54,Vrushabha,16 03,Meena,21 56,Makara,08 59,CN
12/19/2019,5:49:14,26 46,Dhanush,24 02,Kanya,14 17,Dhanush,28 25,Makara,19 40,Vruschika,03 41,Makara,19 54,Makara,02 53,Vrushabha,16 04,Meena,21 58,Makara,08 56,CN
12/20/2019,5:53:11,27 47,Dhanush,08 13,Tula,15 48,Dhanush,29 39,Makara,20 20,Vruschika,03 54,Makara,20 01,Makara,02 51,Vrushabha,16 05,Meena,21 60,Makara,08 52,CN
12/21/2019,5:57:07,28 48,Dhanush,22 22,Tula,17 19,Dhanush,00 53,Kumbha,21 00,Vruschika,04 08,Makara,20 08,Makara,02 50,Vrushabha,16 05,Meena,22 02,Makara,08 49,CN
12/22/2019,6:01:04,29 49,Dhanush,06 28,Vruschika,18 51,Dhanush,02 07,Kumbha,21 41,Vruschika,04 22,Makara,20 14,Makara,02 49,Vrushabha,16 06,Meena,22 04,Makara,08 46,CN
12/23/2019,6:05:00,00 50,Makara,20 26,Vruschika,20 23,Dhanush,03 21,Kumbha,22 21,Vruschika,04 36,Makara,20 21,Makara,02 48,Vrushabha,16 07,Meena,22 06,Makara,08 43,CN
12/24/2019,6:08:57,01 51,Makara,04 15,Dhanush,21 56,Dhanush,04 35,Kumbha,23 01,Vruschika,04 50,Makara,20 28,Makara,02 47,Vrushabha,16 08,Meena,22 07,Makara,08 40,CN
12/25/2019,6:12:53,02 52,Makara,17 51,Dhanush,23 28,Dhanush,05 49,Kumbha,23 41,Vruschika,05 03,Makara,20 35,Makara,02 46,Vrushabha,16 09,Meena,22 09,Makara,08 36,CN
12/26/2019,6:16:50,03 53,Makara,01 14,Makara,25 01,Dhanush,07 03,Kumbha,24 21,Vruschika,05 17,Makara,20 42,Makara,02 46,Vrushabha,16 10,Meena,22 11,Makara,08 33,CN
12/27/2019,6:20:47,04 55,Makara,14 20,Makara,26 34,Dhanush,08 16,Kumbha,25 02,Vruschika,05 31,Makara,20 49,Makara,02 45,Vrushabha,16 11,Meena,22 13,Makara,08 30,CN
12/28/2019,6:24:43,05 56,Makara,27 10,Makara,28 07,Dhanush,09 30,Kumbha,25 42,Vruschika,05 45,Makara,20 56,Makara,02 44,Vrushabha,16 12,Meena,22 15,Makara,08 27,CN
12/29/2019,6:28:40,06 57,Makara,09 44,Kumbha,29 41,Dhanush,10 44,Kumbha,26 22,Vruschika,05 59,Makara,21 03,Makara,02 43,Vrushabha,16 13,Meena,22 17,Makara,08 24,CN
12/30/2019,6:32:36,07 58,Makara,22 03,Kumbha,01 15,Makara,11 57,Kumbha,27 02,Vruschika,06 13,Makara,21 10,Makara,02 43,Vrushabha,16 14,Meena,22 19,Makara,08 21,CN
12/31/2019,6:36:33,08 59,Makara,04 10,Meena,02 49,Makara,13 11,Kumbha,27 43,Vruschika,06 26,Makara,21 17,Makara,02 42,Vrushabha,16 15,Meena,22 21,Makara,08 17,CN
